,Hours_Studied,Attendance,Sleep_Hours,Cluster,Cluster_Name
4057,23,100,10,0,C1
4058,26,88,6,1,C2
4059,19,72,8,2,C3
4060,24,95,5,1,C2
4061,22,91,7,0,C1
4062,14,61,7,2,C3
4063,22,93,9,0,C1
4064,14,72,7,2,C3
4065,16,66,9,2,C3
4066,21,69,7,2,C3
4067,22,79,10,0,C1
4068,13,77,4,1,C2
4069,26,72,8,2,C3
4070,23,67,4,1,C2
4071,16,90,7,0,C1
4072,11,100,9,0,C1
4073,19,91,9,0,C1
4074,17,72,8,2,C3
4075,21,70,7,2,C3
4076,18,69,8,2,C3
4077,8,65,10,2,C3
4078,18,82,7,0,C1
4079,18,84,8,0,C1
4080,24,88,6,1,C2
4081,16,87,9,0,C1
4082,30,72,8,2,C3
4083,9,73,6,1,C2
4084,28,87,8,0,C1
4085,19,74,8,2,C3
4086,25,69,8,2,C3
4087,20,75,7,2,C3
4088,27,71,9,2,C3
4089,18,64,6,2,C3
4090,13,93,7,0,C1
4091,29,94,7,0,C1
4092,19,69,9,2,C3
4093,21,63,6,2,C3
4094,27,90,7,0,C1
4095,14,68,6,2,C3
4096,24,76,7,2,C3
4097,16,63,8,2,C3
4098,19,69,5,1,C2
4099,20,92,9,0,C1
4100,11,92,8,0,C1
4101,15,68,6,2,C3
4102,28,73,6,2,C3
4103,25,65,9,2,C3
4104,20,63,8,2,C3
4105,21,100,6,1,C2
4106,18,86,6,1,C2
4107,28,82,8,0,C1
4108,19,91,8,0,C1
4109,21,94,8,0,C1
4110,27,92,7,0,C1
4111,15,61,8,2,C3
4112,29,67,7,2,C3
4113,11,86,6,1,C2
4114,30,75,9,2,C3
4115,18,99,8,0,C1
4116,19,87,6,1,C2
4117,9,98,7,0,C1
4118,17,68,7,2,C3
4119,14,95,6,1,C2
4120,16,73,7,2,C3
4121,19,100,6,1,C2
4122,26,66,8,2,C3
4123,21,81,7,0,C1
4124,22,92,5,1,C2
4125,13,77,7,2,C3
4126,15,79,6,1,C2
4127,31,99,4,1,C2
4128,16,77,7,2,C3
4129,30,84,9,0,C1
4130,19,62,7,2,C3
4131,20,94,8,0,C1
4132,26,86,7,0,C1
4133,28,76,6,1,C2
4134,19,61,6,2,C3
4135,18,84,5,1,C2
4136,20,61,8,2,C3
4137,22,60,8,2,C3
4138,25,85,7,0,C1
4139,20,68,4,1,C2
4140,24,68,8,2,C3
4141,30,86,6,1,C2
4142,22,62,7,2,C3
4143,22,73,5,1,C2
4144,11,66,7,2,C3
4145,4,83,7,0,C1
4146,22,86,4,1,C2
4147,19,89,9,0,C1
4148,17,70,7,2,C3
4149,21,64,7,2,C3
4150,20,63,8,2,C3
4151,27,77,7,2,C3
4152,21,98,8,0,C1
4153,16,69,5,1,C2
4154,26,70,7,2,C3
4155,19,64,4,1,C2
4156,23,84,7,0,C1
4157,17,87,9,0,C1
4158,16,86,5,1,C2
4159,21,94,6,1,C2
4160,20,79,4,1,C2
4161,23,65,7,2,C3
4162,18,72,8,2,C3
4163,9,86,8,0,C1
4164,17,85,6,1,C2
4165,25,81,4,1,C2
4166,18,87,5,1,C2
4167,19,85,9,0,C1
4168,26,95,8,0,C1
4169,16,83,7,0,C1
4170,11,91,7,0,C1
4171,19,70,5,1,C2
4172,17,87,9,0,C1
4173,14,96,6,1,C2
4174,19,75,8,2,C3
4175,23,91,5,1,C2
4176,20,89,7,0,C1
4177,22,62,9,2,C3
4178,31,83,6,1,C2
4179,18,65,8,2,C3
4180,22,99,5,1,C2
4181,17,92,6,1,C2
4182,15,64,7,2,C3
4183,16,65,8,2,C3
4184,17,84,7,0,C1
4185,22,74,8,2,C3
4186,34,61,9,2,C3
4187,16,82,6,1,C2
4188,18,76,5,1,C2
4189,20,64,6,2,C3
4190,22,92,9,0,C1
4191,22,97,6,1,C2
4192,28,90,9,0,C1
4193,5,93,7,0,C1
4194,6,69,10,2,C3
4195,17,71,10,2,C3
4196,27,68,9,2,C3
4197,11,91,5,1,C2
4198,2,98,4,1,C2
4199,23,89,7,0,C1
4200,21,95,8,0,C1
4201,13,86,8,0,C1
4202,14,76,6,1,C2
4203,14,77,5,1,C2
4204,21,63,8,2,C3
4205,16,61,10,2,C3
4206,23,88,6,1,C2
4207,3,78,8,0,C1
4208,15,82,10,0,C1
4209,13,82,7,0,C1
4210,18,71,7,2,C3
4211,17,79,8,0,C1
4212,25,79,7,2,C3
4213,9,76,9,0,C1
4214,20,93,6,1,C2
4215,23,78,7,2,C3
4216,31,84,5,1,C2
4217,17,96,7,0,C1
4218,22,95,5,1,C2
4219,9,96,8,0,C1
4220,6,71,5,1,C2
4221,25,61,8,2,C3
4222,20,70,6,2,C3
4223,27,71,10,2,C3
4224,12,96,9,0,C1
4225,23,86,8,0,C1
4226,31,63,5,2,C3
4227,23,65,6,2,C3
4228,22,66,6,2,C3
4229,20,85,6,1,C2
4230,11,89,9,0,C1
4231,28,94,7,0,C1
4232,16,98,6,1,C2
4233,23,68,6,2,C3
4234,11,72,6,1,C2
4235,13,70,8,2,C3
4236,29,74,5,1,C2
4237,18,97,7,0,C1
4238,29,83,8,0,C1
4239,20,90,4,1,C2
4240,9,80,5,1,C2
4241,25,61,7,2,C3
4242,16,63,9,2,C3
4243,24,82,9,0,C1
4244,20,89,6,1,C2
4245,11,69,9,2,C3
4246,21,89,7,0,C1
4247,33,92,7,0,C1
4248,23,76,7,2,C3
4249,20,90,8,0,C1
4250,26,76,6,1,C2
4251,21,87,6,1,C2
4252,21,91,5,1,C2
4253,13,100,8,0,C1
4254,21,74,8,2,C3
4255,26,76,8,2,C3
4256,15,67,5,1,C2
4257,29,68,6,2,C3
4258,19,88,9,0,C1
4259,15,97,7,0,C1
4260,26,76,7,2,C3
4261,18,67,7,2,C3
4262,25,71,8,2,C3
4263,18,78,7,2,C3
4264,20,72,6,2,C3
4265,23,69,8,2,C3
4266,22,89,5,1,C2
4267,8,60,9,2,C3
4268,13,82,6,1,C2
4269,26,92,8,0,C1
4270,19,71,7,2,C3
4271,17,84,6,1,C2
4272,12,87,9,0,C1
4273,14,86,8,0,C1
4274,8,78,7,2,C3
4275,19,74,10,2,C3
4276,16,93,8,0,C1
4277,14,90,6,1,C2
4278,20,73,4,1,C2
4279,22,64,7,2,C3
4280,33,63,9,2,C3
4281,11,64,8,2,C3
4282,27,83,9,0,C1
4283,26,62,6,2,C3
4284,15,73,7,2,C3
4285,21,90,7,0,C1
4286,17,72,7,2,C3
4287,21,91,8,0,C1
4288,29,90,9,0,C1
4289,24,70,10,2,C3
4290,23,89,9,0,C1
4291,17,90,8,0,C1
4292,11,76,6,1,C2
4293,19,68,7,2,C3
4294,27,81,8,0,C1
4295,11,97,7,0,C1
4296,14,86,6,1,C2
4297,21,67,6,2,C3
4298,14,87,8,0,C1
4299,15,77,7,2,C3
4300,17,84,7,0,C1
4301,12,89,7,0,C1
4302,14,81,6,1,C2
4303,24,93,7,0,C1
4304,12,89,6,1,C2
4305,10,85,6,1,C2
4306,16,66,5,1,C2
4307,24,93,7,0,C1
4308,19,97,8,0,C1
4309,17,65,9,2,C3
4310,20,80,5,1,C2
4311,10,70,9,2,C3
4312,23,90,7,0,C1
4313,22,89,5,1,C2
4314,18,66,6,2,C3
4315,26,95,4,1,C2
4316,13,67,5,1,C2
4317,27,92,10,0,C1
4318,21,78,6,1,C2
4319,18,73,8,2,C3
4320,20,66,7,2,C3
4321,19,67,7,2,C3
4322,27,86,8,0,C1
4323,14,82,4,1,C2
4324,15,65,9,2,C3
4325,26,65,7,2,C3
4326,16,63,6,2,C3
4327,25,90,8,0,C1
4328,30,88,6,1,C2
4329,18,62,7,2,C3
4330,24,82,7,0,C1
4331,13,63,8,2,C3
4332,25,96,7,0,C1
4333,21,96,5,1,C2
4334,23,88,8,0,C1
4335,16,97,7,0,C1
4336,10,92,4,1,C2
4337,23,93,7,0,C1
4338,8,83,6,1,C2
4339,18,72,8,2,C3
4340,26,69,6,2,C3
4341,21,73,5,1,C2
4342,32,85,9,0,C1
4343,26,67,8,2,C3
4344,16,70,7,2,C3
4345,20,79,8,0,C1
4346,20,69,8,2,C3
4347,11,84,7,0,C1
4348,14,97,5,1,C2
4349,17,90,7,0,C1
4350,8,87,9,0,C1
4351,20,83,8,0,C1
4352,19,80,7,2,C3
4353,10,67,8,2,C3
4354,22,96,7,0,C1
4355,24,70,9,2,C3
4356,21,64,9,2,C3
4357,18,90,5,1,C2
4358,24,67,9,2,C3
4359,24,75,10,2,C3
4360,22,61,8,2,C3
4361,15,65,8,2,C3
4362,22,67,6,2,C3
4363,27,62,6,2,C3
4364,16,86,7,0,C1
4365,33,93,6,1,C2
4366,17,75,5,1,C2
4367,20,95,7,0,C1
4368,16,69,8,2,C3
4369,21,73,5,1,C2
4370,10,66,7,2,C3
4371,17,85,7,0,C1
4372,13,77,7,2,C3
4373,21,85,8,0,C1
4374,26,90,8,0,C1
4375,24,82,6,1,C2
4376,6,85,9,0,C1
4377,32,97,8,0,C1
4378,22,72,9,2,C3
4379,15,74,7,2,C3
4380,21,89,7,0,C1
4381,21,84,7,0,C1
4382,16,67,9,2,C3
4383,21,75,7,2,C3
4384,16,79,7,2,C3
4385,18,77,10,0,C1
4386,16,67,5,1,C2
4387,11,97,8,0,C1
4388,21,90,7,0,C1
4389,24,79,7,2,C3
4390,23,87,6,1,C2
4391,25,96,6,1,C2
4392,22,65,6,2,C3
4393,17,70,8,2,C3
4394,25,82,8,0,C1
4395,12,92,4,1,C2
4396,15,61,5,2,C3
4397,14,99,8,0,C1
4398,26,78,8,2,C3
4399,26,74,5,1,C2
4400,23,72,8,2,C3
4401,26,67,7,2,C3
4402,15,92,8,0,C1
4403,22,98,6,1,C2
4404,19,77,5,1,C2
4405,25,98,7,0,C1
4406,19,93,7,0,C1
4407,18,79,7,2,C3
4408,23,87,6,1,C2
4409,25,77,10,0,C1
4410,16,82,4,1,C2
4411,20,62,6,2,C3
4412,14,88,6,1,C2
4413,5,62,7,2,C3
4414,21,93,8,0,C1
4415,24,93,8,0,C1
4416,22,69,9,2,C3
4417,8,73,8,2,C3
4418,18,79,4,1,C2
4419,7,84,5,1,C2
4420,28,71,9,2,C3
4421,13,84,9,0,C1
4422,28,72,8,2,C3
4423,26,62,6,2,C3
4424,15,60,7,2,C3
4425,13,64,6,2,C3
4426,22,92,5,1,C2
4427,15,98,7,0,C1
4428,21,77,10,0,C1
4429,17,81,6,1,C2
4430,9,66,9,2,C3
4431,7,82,6,1,C2
4432,21,66,5,1,C2
4433,17,84,8,0,C1
4434,17,97,7,0,C1
4435,24,68,9,2,C3
4436,27,91,9,0,C1
4437,18,61,7,2,C3
4438,18,75,9,2,C3
4439,23,64,6,2,C3
4440,12,74,6,1,C2
4441,21,67,9,2,C3
4442,23,75,5,1,C2
4443,24,77,7,2,C3
4444,8,72,9,2,C3
4445,15,86,9,0,C1
4446,15,97,6,1,C2
4447,21,76,9,2,C3
4448,23,68,5,1,C2
4449,29,71,6,2,C3
4450,17,94,7,0,C1
4451,17,83,8,0,C1
4452,27,78,5,1,C2
4453,22,66,10,2,C3
4454,28,78,4,1,C2
4455,22,71,7,2,C3
4456,13,98,7,0,C1
4457,12,95,4,1,C2
4458,11,63,9,2,C3
4459,24,81,6,1,C2
4460,27,69,7,2,C3
4461,31,76,7,2,C3
4462,25,95,5,1,C2
4463,27,81,5,1,C2
4464,17,73,9,2,C3
4465,13,68,7,2,C3
4466,25,92,4,1,C2
4467,23,85,7,0,C1
4468,21,79,7,2,C3
4469,22,69,7,2,C3
4470,22,73,4,1,C2
4471,28,98,7,0,C1
4472,28,81,6,1,C2
4473,23,76,7,2,C3
4474,25,81,8,0,C1
4475,23,91,8,0,C1
4476,17,74,9,2,C3
4477,25,67,10,2,C3
4478,12,83,5,1,C2
4479,26,87,6,1,C2
4480,13,89,8,0,C1
4481,22,95,7,0,C1
4482,15,75,4,1,C2
4483,23,63,7,2,C3
4484,20,98,9,0,C1
4485,10,77,5,1,C2
4486,23,85,7,0,C1
4487,17,87,4,1,C2
4488,25,82,8,0,C1
4489,20,68,7,2,C3
4490,22,90,6,1,C2
4491,14,92,6,1,C2
4492,16,82,5,1,C2
4493,17,80,9,0,C1
4494,25,65,6,2,C3
4495,30,63,8,2,C3
4496,15,74,6,1,C2
4497,26,72,10,2,C3
4498,7,98,9,0,C1
4499,13,91,10,0,C1
4500,14,86,10,0,C1
4501,12,81,6,1,C2
4502,10,67,6,2,C3
4503,22,99,10,0,C1
4504,19,75,7,2,C3
4505,22,64,8,2,C3
4506,24,80,6,1,C2
4507,22,95,6,1,C2
4508,24,95,8,0,C1
4509,20,60,4,1,C2
4510,13,95,8,0,C1
4511,26,71,8,2,C3
4512,16,62,6,2,C3
4513,14,94,7,0,C1
4514,19,95,7,0,C1
4515,15,84,7,0,C1
4516,17,83,8,0,C1
4517,22,93,6,1,C2
4518,22,91,10,0,C1
4519,15,96,7,0,C1
4520,17,82,7,0,C1
4521,26,99,10,0,C1
4522,23,100,4,1,C2
4523,32,65,10,2,C3
4524,27,94,7,0,C1
4525,27,80,6,1,C2
4526,12,76,5,1,C2
4527,25,85,5,1,C2
4528,20,62,6,2,C3
4529,17,80,7,0,C1
4530,21,95,8,0,C1
4531,26,69,7,2,C3
4532,23,77,6,1,C2
4533,15,98,9,0,C1
4534,24,77,10,0,C1
4535,16,74,9,2,C3
4536,21,78,6,1,C2
4537,18,81,8,0,C1
4538,19,85,8,0,C1
4539,25,92,9,0,C1
4540,14,78,6,1,C2
4541,32,93,6,1,C2
4542,9,81,9,0,C1
4543,16,74,8,2,C3
4544,22,86,5,1,C2
4545,24,89,8,0,C1
4546,19,82,10,0,C1
4547,20,62,6,2,C3
4548,22,67,6,2,C3
4549,19,71,7,2,C3
4550,28,71,8,2,C3
4551,25,87,7,0,C1
4552,25,61,9,2,C3
4553,14,90,7,0,C1
4554,20,71,9,2,C3
4555,18,72,6,2,C3
4556,14,81,5,1,C2
4557,22,69,6,2,C3
4558,17,95,5,1,C2
4559,24,63,8,2,C3
4560,14,78,4,1,C2
4561,30,94,6,1,C2
4562,15,85,7,0,C1
4563,21,72,5,1,C2
4564,25,77,7,2,C3
4565,17,88,7,0,C1
4566,25,99,9,0,C1
4567,13,96,5,1,C2
4568,29,74,8,2,C3
4569,20,100,8,0,C1
4570,16,60,7,2,C3
4571,18,61,6,2,C3
4572,25,93,5,1,C2
4573,16,68,10,2,C3
4574,16,62,7,2,C3
4575,19,69,7,2,C3
4576,13,77,10,0,C1
4577,31,89,7,0,C1
4578,17,85,10,0,C1
4579,25,70,5,1,C2
4580,21,80,7,2,C3
4581,14,97,5,1,C2
4582,20,93,7,0,C1
4583,25,73,7,2,C3
4584,19,99,6,1,C2
4585,27,88,7,0,C1
4586,26,62,6,2,C3
4587,26,61,7,2,C3
4588,17,67,6,2,C3
4589,14,89,9,0,C1
4590,16,67,5,1,C2
4591,21,80,7,2,C3
4592,23,64,5,2,C3
4593,7,97,6,1,C2
4594,20,74,6,1,C2
4595,21,96,7,0,C1
4596,18,98,7,0,C1
4597,28,60,5,2,C3
4598,23,79,6,1,C2
4599,28,61,6,2,C3
4600,19,96,5,1,C2
4601,26,81,9,0,C1
4602,30,63,5,2,C3
4603,28,64,7,2,C3
4604,13,75,10,0,C1
4605,18,98,9,0,C1
4606,18,88,8,0,C1
4607,23,95,7,0,C1
4608,24,75,8,2,C3
4609,15,62,8,2,C3
4610,20,99,9,0,C1
4611,8,61,7,2,C3
4612,29,98,9,0,C1
4613,17,75,7,2,C3
4614,20,60,10,2,C3
4615,18,88,7,0,C1
4616,27,99,5,1,C2
4617,3,99,7,0,C1
4618,20,66,8,2,C3
4619,19,67,9,2,C3
4620,17,83,6,1,C2
4621,30,85,4,1,C2
4622,15,90,8,0,C1
4623,25,67,8,2,C3
4624,22,98,5,1,C2
4625,28,86,7,0,C1
4626,16,94,7,0,C1
4627,16,82,8,0,C1
4628,27,77,6,1,C2
4629,23,99,6,1,C2
4630,11,83,7,0,C1
4631,17,95,5,1,C2
4632,22,98,10,0,C1
4633,25,87,8,0,C1
4634,16,82,6,1,C2
4635,3,60,5,2,C3
4636,23,62,5,2,C3
4637,13,68,8,2,C3
4638,8,67,5,1,C2
4639,3,70,7,2,C3
4640,25,72,4,1,C2
4641,21,74,8,2,C3
4642,19,77,8,2,C3
4643,28,64,7,2,C3
4644,24,62,7,2,C3
4645,30,87,8,0,C1
4646,12,81,7,0,C1
4647,20,78,8,2,C3
4648,10,85,5,1,C2
4649,19,93,8,0,C1
4650,19,77,7,2,C3
4651,24,86,9,0,C1
4652,20,98,7,0,C1
4653,24,94,7,0,C1
4654,24,77,6,1,C2
4655,33,86,9,0,C1
4656,18,67,4,1,C2
4657,14,82,8,0,C1
4658,21,99,7,0,C1
4659,15,81,7,0,C1
4660,29,97,7,0,C1
4661,18,76,7,2,C3
4662,17,100,8,0,C1
4663,17,83,6,1,C2
4664,24,62,7,2,C3
4665,19,83,8,0,C1
4666,16,71,6,2,C3
4667,30,61,8,2,C3
4668,15,93,8,0,C1
4669,20,71,6,2,C3
4670,24,92,5,1,C2
4671,10,72,6,1,C2
4672,23,68,7,2,C3
4673,14,99,7,0,C1
4674,25,74,9,2,C3
4675,14,84,6,1,C2
4676,24,84,6,1,C2
4677,27,82,8,0,C1
4678,25,97,6,1,C2
4679,22,87,6,1,C2
4680,19,76,6,1,C2
4681,17,94,4,1,C2
4682,29,67,8,2,C3
4683,16,82,8,0,C1
4684,14,98,8,0,C1
4685,24,85,10,0,C1
4686,15,93,9,0,C1
4687,14,86,6,1,C2
4688,11,94,9,0,C1
4689,17,98,7,0,C1
4690,20,71,6,2,C3
4691,21,67,6,2,C3
4692,26,79,7,2,C3
4693,23,88,7,0,C1
4694,19,69,9,2,C3
4695,19,60,8,2,C3
4696,23,74,6,1,C2
4697,28,99,5,1,C2
4698,21,88,8,0,C1
4699,17,76,8,2,C3
4700,14,68,9,2,C3
4701,11,74,7,2,C3
4702,24,67,8,2,C3
4703,23,64,8,2,C3
4704,23,96,5,1,C2
4705,19,100,7,0,C1
4706,28,67,8,2,C3
4707,17,62,8,2,C3
4708,26,73,7,2,C3
4709,20,78,10,0,C1
4710,16,68,10,2,C3
4711,24,72,7,2,C3
4712,22,68,7,2,C3
4713,22,91,8,0,C1
4714,20,89,7,0,C1
4715,20,85,9,0,C1
4716,34,75,5,1,C2
4717,27,96,7,0,C1
4718,24,99,8,0,C1
4719,21,67,9,2,C3
4720,26,69,5,1,C2
4721,23,81,6,1,C2
4722,20,64,4,1,C2
4723,18,77,6,1,C2
4724,20,83,5,1,C2
4725,1,81,8,0,C1
4726,21,73,7,2,C3
4727,17,82,7,0,C1
4728,30,98,7,0,C1
4729,20,68,9,2,C3
4730,13,86,5,1,C2
4731,20,62,4,1,C2
4732,14,63,8,2,C3
4733,23,82,6,1,C2
4734,22,64,5,2,C3
4735,26,61,8,2,C3
4736,15,67,4,1,C2
4737,20,83,6,1,C2
4738,12,88,4,1,C2
4739,24,68,7,2,C3
4740,23,87,9,0,C1
4741,23,67,6,2,C3
4742,20,85,6,1,C2
4743,22,76,10,0,C1
4744,30,86,8,0,C1
4745,18,100,10,0,C1
4746,21,98,7,0,C1
4747,13,60,7,2,C3
4748,15,95,9,0,C1
4749,21,63,7,2,C3
4750,27,98,7,0,C1
4751,18,71,4,1,C2
4752,19,75,10,0,C1
4753,18,64,8,2,C3
4754,17,64,7,2,C3
4755,22,89,8,0,C1
4756,11,98,5,1,C2
4757,28,84,6,1,C2
4758,16,89,8,0,C1
4759,24,90,7,0,C1
4760,12,71,8,2,C3
4761,24,62,7,2,C3
4762,24,60,8,2,C3
4763,22,74,5,1,C2
4764,14,70,9,2,C3
4765,21,62,6,2,C3
4766,13,67,7,2,C3
4767,18,65,6,2,C3
4768,26,97,7,0,C1
4769,25,66,7,2,C3
4770,20,82,8,0,C1
4771,14,84,8,0,C1
4772,24,82,8,0,C1
4773,20,64,6,2,C3
4774,6,73,8,2,C3
4775,25,62,7,2,C3
4776,20,76,7,2,C3
4777,27,68,8,2,C3
4778,13,82,5,1,C2
4779,1,88,4,1,C2
4780,22,81,9,0,C1
4781,22,77,7,2,C3
4782,10,75,8,2,C3
4783,14,94,6,1,C2
4784,37,69,9,2,C3
4785,18,89,8,0,C1
4786,24,90,7,0,C1
4787,16,77,7,2,C3
4788,7,72,4,1,C2
4789,19,79,8,0,C1
4790,18,64,9,2,C3
4791,18,62,7,2,C3
4792,19,64,7,2,C3
4793,22,67,7,2,C3
4794,19,80,9,0,C1
4795,12,94,9,0,C1
4796,23,69,6,2,C3
4797,8,97,8,0,C1
4798,8,98,7,0,C1
4799,24,98,8,0,C1
4800,23,94,6,1,C2
4801,20,75,9,2,C3
4802,12,63,8,2,C3
4803,16,83,9,0,C1
4804,18,82,5,1,C2
4805,10,94,5,1,C2
4806,16,100,10,0,C1
4807,24,80,9,0,C1
4808,29,74,6,2,C3
4809,17,67,8,2,C3
4810,25,60,6,2,C3
4811,9,80,4,1,C2
4812,24,82,4,1,C2
4813,15,93,7,0,C1
4814,22,80,9,0,C1
4815,19,97,9,0,C1
4816,28,85,9,0,C1
4817,15,94,8,0,C1
4818,24,66,7,2,C3
4819,18,94,9,0,C1
4820,19,87,4,1,C2
4821,19,67,8,2,C3
4822,15,68,5,1,C2
4823,20,97,6,1,C2
4824,20,61,8,2,C3
4825,21,79,8,0,C1
4826,21,73,6,2,C3
4827,25,87,8,0,C1
4828,26,94,8,0,C1
4829,14,74,7,2,C3
4830,25,77,7,2,C3
4831,13,99,10,0,C1
4832,24,91,7,0,C1
4833,24,96,7,0,C1
4834,9,78,7,2,C3
4835,21,69,7,2,C3
4836,17,76,8,2,C3
4837,15,89,9,0,C1
4838,28,64,7,2,C3
4839,16,71,6,2,C3
4840,15,62,10,2,C3
4841,20,77,7,2,C3
4842,24,93,4,1,C2
4843,19,61,10,2,C3
4844,27,87,9,0,C1
4845,23,97,9,0,C1
4846,7,69,9,2,C3
4847,17,88,10,0,C1
4848,17,99,5,1,C2
4849,23,98,6,1,C2
4850,4,69,6,2,C3
4851,35,64,6,2,C3
4852,23,66,7,2,C3
4853,21,88,6,1,C2
4854,27,89,5,1,C2
4855,34,87,6,1,C2
4856,25,73,7,2,C3
4857,26,67,9,2,C3
4858,21,83,6,1,C2
4859,19,79,8,0,C1
4860,17,89,5,1,C2
4861,15,78,4,1,C2
4862,16,74,7,2,C3
4863,12,72,6,1,C2
4864,20,68,6,2,C3
4865,10,71,6,2,C3
4866,21,64,6,2,C3
4867,20,74,6,1,C2
4868,21,61,6,2,C3
4869,17,67,5,1,C2
4870,38,90,4,1,C2
4871,28,73,4,1,C2
4872,13,87,10,0,C1
4873,21,89,7,0,C1
4874,16,83,9,0,C1
4875,14,98,7,0,C1
4876,12,61,7,2,C3
4877,23,90,7,0,C1
4878,16,98,8,0,C1
4879,26,94,5,1,C2
4880,26,67,6,2,C3
4881,28,73,7,2,C3
4882,15,67,4,1,C2
4883,23,84,9,0,C1
4884,24,88,9,0,C1
4885,17,73,4,1,C2
4886,15,82,6,1,C2
4887,30,88,7,0,C1
4888,21,77,8,2,C3
4889,24,94,9,0,C1
4890,15,91,6,1,C2
4891,13,63,10,2,C3
4892,17,85,7,0,C1
4893,19,69,7,2,C3
4894,14,82,8,0,C1
4895,20,98,7,0,C1
4896,10,95,7,0,C1
4897,13,76,10,0,C1
4898,24,72,7,2,C3
4899,24,69,6,2,C3
4900,18,81,6,1,C2
4901,14,65,9,2,C3
4902,14,82,8,0,C1
4903,18,60,5,2,C3
4904,24,73,5,1,C2
4905,26,69,7,2,C3
4906,17,99,8,0,C1
4907,13,89,6,1,C2
4908,22,74,4,1,C2
4909,15,64,5,1,C2
4910,17,81,9,0,C1
4911,28,69,8,2,C3
4912,25,81,9,0,C1
4913,21,93,9,0,C1
4914,12,85,6,1,C2
4915,21,85,6,1,C2
4916,26,82,7,0,C1
4917,18,97,8,0,C1
4918,28,97,9,0,C1
4919,28,81,10,0,C1
4920,30,72,8,2,C3
4921,22,78,8,2,C3
4922,24,67,10,2,C3
4923,28,85,7,0,C1
4924,23,80,9,0,C1
4925,17,64,8,2,C3
4926,17,68,8,2,C3
4927,21,79,7,2,C3
4928,12,96,5,1,C2
4929,19,83,8,0,C1
4930,27,87,8,0,C1
4931,7,74,6,1,C2
4932,29,83,7,0,C1
4933,27,78,6,1,C2
4934,17,86,6,1,C2
4935,23,62,6,2,C3
4936,20,80,5,1,C2
4937,27,72,6,2,C3
4938,26,73,8,2,C3
4939,12,98,9,0,C1
4940,24,67,10,2,C3
4941,19,72,6,2,C3
4942,20,80,9,0,C1
4943,16,95,8,0,C1
4944,30,77,7,2,C3
4945,26,90,8,0,C1
4946,16,94,9,0,C1
4947,12,72,6,1,C2
4948,18,76,6,1,C2
4949,23,74,6,1,C2
4950,21,93,6,1,C2
4951,28,62,9,2,C3
4952,25,72,6,2,C3
4953,26,87,6,1,C2
4954,22,83,7,0,C1
4955,12,77,7,2,C3
4956,19,82,6,1,C2
4957,26,68,10,2,C3
4958,20,77,6,1,C2
4959,23,80,7,2,C3
4960,18,96,4,1,C2
4961,14,70,7,2,C3
4962,19,95,5,1,C2
4963,22,86,6,1,C2
4964,16,61,4,1,C2
4965,19,89,6,1,C2
4966,14,61,7,2,C3
4967,27,100,7,0,C1
4968,18,95,6,1,C2
4969,29,72,7,2,C3
4970,29,70,6,2,C3
4971,20,75,7,2,C3
4972,14,74,7,2,C3
4973,7,75,7,2,C3
4974,11,73,7,2,C3
4975,12,85,6,1,C2
4976,28,67,8,2,C3
4977,21,94,8,0,C1
4978,22,92,7,0,C1
4979,7,79,9,0,C1
4980,13,94,7,0,C1
4981,25,70,7,2,C3
4982,22,61,7,2,C3
4983,19,85,7,0,C1
4984,23,78,6,1,C2
4985,30,83,4,1,C2
4986,19,96,7,0,C1
4987,20,99,8,0,C1
4988,21,85,5,1,C2
4989,34,91,9,0,C1
4990,7,63,5,1,C2
4991,24,66,6,2,C3
4992,19,89,10,0,C1
4993,23,77,8,2,C3
4994,16,78,7,2,C3
4995,20,72,7,2,C3
4996,24,84,9,0,C1
4997,39,67,5,2,C3
4998,25,85,9,0,C1
